2017,Новосибирская область,1.4
2017,Омская область,6.59
2017,Оренбургская область,3.84
2017,Орловская область,8.66
2017,Пензенская область,8.17
2017,Пермский край,1.51
2017,Приморский край,1.06
2017,Псковская область,3.67
2017,Республика Алтай,1.89
2017,Республика Коми,1.57
2017,Республика Тыва,1.05
2017,Ростовская область,2.8
2017,Рязанская область,3.9
2017,Самарская область,1.3
2017,Санкт-Петербург,0.21
2017,Саратовская область,5.46
2017,Сахалинская область,0.45
2017,Свердловская область,1.11
2017,Севастополь,0.82
2017,Северная Осетия,0.15
2017,Смоленская область,7.81
2017,Ставропольский край,1.81
2017,Тамбовская область,4.59
2017,Татарстан,1.71
2017,Тверская область,7.54
2017,Томская область,0.94
2017,Тульская область,9.48
2017,Тюменская область,4.15
2017,Удмуртия,2.57
2017,Ульяновская область,5.44
2017,Хабаровский край,0.66
2017,Хакасия,4.06
2017,Ханты-Мансийский автономный округ,0.13
2017,Челябинская область,1.07
2017,Чечня,0.85
2017,Чувашия,12.48
2017,Чукотский автономный округ,0.0
2017,Якутия,0.3
2017,Ямало-Ненецкий автономный округ,0.06
2017,Ярославская область,2.63
2018,Адыгея,17.08
2018,Алтайский край,2.63
2018,Амурская область,1.17
2018,Архангельская область,1.39
2018,Астраханская область,2.38
2018,Башкортостан,8.7
2018,Белгородская область,2.3
2018,Брянская область,9.27
2018,Бурятия,3.57
2018,Владимирская область,9.15
2018,Волгоградская область,5.07
2018,Вологодская область,1.23
2018,Воронежская область,2.6
2018,Дагестан,3.99
2018,Еврейская автономная область,11.39
2018,Забайкальский край,1.79
2018,Ивановская область,9.16
2018,Ингушетия,0.17
2018,Иркутская область,1.04
2018,Кабардино-Балкария,5.16
2018,Калининградская область,1.13
2018,Калмыкия,12.76
2018,Калужская область,5.72
2018,Камчатский край,0.0
2018,Карачаево-Черкесия,3.54
2018,Карелия,2.05
2018,Кемеровская область,1.62
2018,Кировская область,4.97
2018,Костромская область,4.88
2018,Краснодарский край,0.66
2018,Красноярский край,1.07
2018,Крым,1.63
2018,Курганская область,6.32
2018,Курская область,5.43
2018,Ленинградская область,17.95
2018,Липецкая область,3.4
2018,Магаданская область,1.44
2018,Марий Эл,11.65
2018,Мордовия,10.98
2018,Москва,0.41
2018,Московская область,22.37
2018,Мурманская область,0.34
2018,Ненецкий автономный округ,0.0
2018,Нижегородская область,1.72
2018,Новгородская область,4.23
2018,Новосибирская область,1.29
2018,Омская область,6.59
2018,Оренбургская область,3.52
2018,Орловская область,9.71
2018,Пензенская область,7.97
2018,Пермский край,1.59
2018,Приморский край,0.93
2018,Псковская область,3.55
2018,Республика Алтай,2.59
2018,Республика Коми,1.63
2018,Республика Тыва,0.63
2018,Ростовская область,2.67
2018,Рязанская область,4.9
2018,Самарская область,1.27
2018,Санкт-Петербург,0.13
2018,Саратовская область,5.36
2018,Сахалинская область,0.22
2018,Свердловская область,1.27
2018,Севастополь,0.56
2018,Северная Осетия,1.09
2018,Смоленская область,8.65
2018,Ставропольский край,2.0
2018,Тамбовская область,3.32
2018,Татарстан,1.27
2018,Тверская область,7.55
2018,Томская область,1.22
2018,Тульская область,8.88
2018,Тюменская область,3.19
2018,Удмуртия,3.43
2018,Ульяновская область,4.52
2018,Хабаровский край,0.59
2018,Хакасия,5.6
2018,Ханты-Мансийский автономный округ,0.08
2018,Челябинская область,1.39
2018,Чечня,0.42
2018,Чувашия,13.63
2018,Чукотский автономный округ,0.0
2018,Якутия,0.1
2018,Ямало-Ненецкий автономный округ,0.04
2018,Ярославская область,2.09
